ibm_serial,country_code,week_ending_date,work_item,sat,sun,mon,tue,wed,thu,fri
FFD222,631,2022-09-30,71F4F4E0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
FFD222,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,4.0,1.0,1.0,0.0
FFD222,631,2022-09-30,71F4F4E0,0.0,0.0,-1.0,-4.0,-1.0,-1.0,-1.0
FFD222,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
FFD222,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
8FE79A,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
8FE79A,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,6.0
8FE79A,631,2022-09-30,406FF608,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8FE79A,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0
8FE79A,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,7.5
8FE79A,631,2022-09-30,406FF608,0.0,0.0,0.0,0.0,0.0,1.5,0.0
8FE79A,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-6.0
8FE79A,631,2022-09-30,406FF608,0.0,0.0,0.0,0.0,0.0,-2.0,0.0
8FE79A,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,6.5
8FE79A,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-7.5
C9AA3F,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,0.0,8.0,8.0,8.0
C9AA3F,631,2022-09-30,9B7AFD56,0.0,0.0,8.8,8.8,0.0,0.0,0.0
59E4BA,631,2022-09-30,71F4F4E0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
59E4BA,631,2022-09-30,71F4F4E0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
363308,631,2022-09-30,E4588499,0.0,0.0,8.0,8.0,8.0,8.0,8.0
E9EE64,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
50BE29,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,10.0,8.0,8.0,8.0
50BE29,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,10.0,10.0,8.0,8.0
50BE29,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-10.0,-8.0,-8.0,-8.0
50BE29,631,2022-09-30,71F4F4E0,0.0,0.0,10.0,10.0,8.0,8.0,8.0
50BE29,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-10.0,-10.0,-8.0,-8.0
29E81D,631,2022-09-30,83D0E206,0.0,0.0,8.0,8.0,8.0,8.0,8.0
A7F67F,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
4B2C22,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
999CCE,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
999CCE,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,4.0,1.0,1.0,1.0
999CCE,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,4.0,1.0,3.0,1.0
999CCE,631,2022-09-30,71F4F4E0,0.0,0.0,-1.0,-4.0,-1.0,-1.0,-1.0
999CCE,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,4.0,3.0,1.0,1.0
999CCE,631,2022-09-30,71F4F4E0,0.0,0.0,-1.0,-4.0,-1.0,-3.0,-1.0
DF204D,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
45FA34,631,2022-09-30,71F4F4E0,0.0,0.0,10.2,8.0,8.0,8.0,8.0
45FA34,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0
45FA34,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
45FA34,631,2022-09-30,71F4F4E0,0.0,0.0,10.5,8.0,8.0,8.0,8.0
45FA34,631,2022-09-30,71F4F4E0,0.0,0.0,-10.2,-8.0,-8.0,-8.0,-8.0
F9678F,631,2022-09-30,71F4F4E0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
F9678F,631,2022-09-30,71F4F4E0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
A6B084,631,2022-09-30,71F4F4E0,0.0,0.0,5.0,8.0,8.0,8.0,8.0
A6B084,631,2022-09-30,9B7AFD56,0.0,0.0,3.0,0.0,0.0,0.0,0.0
946FC0,631,2022-09-30,777E9B44,0.0,0.0,8.0,8.0,8.0,8.0,8.0
946FC0,631,2022-09-30,777E9B44,0.0,0.0,8.0,9.0,9.0,8.0,8.0
946FC0,631,2022-09-30,777E9B44,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0
98D5A4,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
98D5A4,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,9.0
98D5A4,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0
3392C6,631,2022-09-30,71F4F4E0,0.0,0.0,9.0,10.0,9.0,9.0,8.0
3392C6,631,2022-09-30,71F4F4E0,8.0,8.0,0.0,4.0,0.0,0.0,0.0
3392C6,631,2022-09-30,71F4F4E0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-8.0
3392C6,631,2022-09-30,71F4F4E0,-8.0,-8.0,0.0,0.0,0.0,0.0,0.0
3392C6,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3392C6,631,2022-09-30,71F4F4E0,-8.0,-8.0,0.0,-4.0,0.0,0.0,0.0
3392C6,631,2022-09-30,71F4F4E0,0.0,0.0,9.0,9.0,9.0,9.0,8.0
3392C6,631,2022-09-30,71F4F4E0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
3392C6,631,2022-09-30,71F4F4E0,8.0,8.0,0.0,0.0,0.0,0.0,2.0
3392C6,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
3392C6,631,2022-09-30,71F4F4E0,8.0,8.0,0.0,4.0,0.0,0.0,2.0
3392C6,631,2022-09-30,71F4F4E0,-8.0,-8.0,0.0,0.0,0.0,0.0,-2.0
FEFE1E,631,2022-09-30,71F4F4E0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
FEFE1E,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
FEFE1E,631,2022-09-30,71F4F4E0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
FEFE1E,631,2022-09-30,71F4F4E0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0
A6A453,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
CF474F,631,2022-09-30,71F4F4E0,6.0,0.0,8.0,8.0,8.0,9.0,8.0
CF474F,631,2022-09-30,71F4F4E0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
8E4F1E,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
EA7595,631,2022-09-30,71F4F4E0,0.0,0.0,9.0,9.0,9.0,9.0,8.0
EA7595,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62987E,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
1FA556,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
FAA6CA,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
BF2A65,631,2022-09-30,E4588499,0.0,0.0,8.0,8.0,8.0,8.0,8.0
D317F9,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
D317F9,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,9.0,8.0,9.0
D317F9,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0
D317F9,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,9.0,9.0,8.0,9.0
D317F9,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-8.0,-9.0,-8.0,-9.0
BD79BF,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
BC392C,631,2022-09-30,9B7AFD56,0.0,0.0,8.8,8.8,8.8,8.8,8.8
BC392C,631,2022-09-30,9B7AFD56,0.0,0.0,0.0,8.8,8.8,8.8,8.8
BC392C,631,2022-09-30,9B7AFD56,0.0,0.0,8.8,0.0,0.0,0.0,0.0
BC392C,631,2022-09-30,9B7AFD56,0.0,0.0,-8.8,-8.8,-8.8,-8.8,-8.8
E6A1E6,781,2022-09-30,8F694F36,0.0,0.0,8.0,8.0,8.0,8.0,8.0
6F8617,781,2022-09-30,8F694F36,0.0,0.0,4.0,4.0,4.0,4.0,4.0
6F8617,781,2022-09-30,8F694F36,0.0,0.0,4.0,4.0,4.0,4.0,4.0
482328,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
482328,631,2022-09-30,71F4F4E0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
482328,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,2.0,1.0,1.0,0.0
482328,631,2022-09-30,71F4F4E0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0
482328,631,2022-09-30,AD9D6A11,0.0,1.0,0.0,0.0,0.0,0.0,0.0
482328,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
482328,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
482328,631,2022-09-30,71F4F4E0,0.0,0.0,7.0,7.0,7.0,7.0,7.0
B26EEA,631,2022-09-30,0D39C294,0.0,0.0,7.4,6.5,8.0,8.0,8.0
B26EEA,631,2022-09-30,0D39C294,0.0,0.0,-7.4,-8.0,-8.0,-8.0,-8.0
B26EEA,631,2022-09-30,9B7AFD56,0.0,0.0,-0.6,0.0,0.0,0.0,0.0
B26EEA,631,2022-09-30,9B7AFD56,0.0,0.0,0.6,1.5,0.0,0.0,0.0
B26EEA,631,2022-09-30,0D39C294,0.0,0.0,7.4,8.0,8.0,8.0,8.0
B26EEA,631,2022-09-30,9B7AFD56,0.0,0.0,0.6,0.0,0.0,0.0,0.0
31292B,631,2022-09-30,71F4F4E0,0.0,0.0,9.5,9.5,9.5,9.5,9.5
61FA8C,631,2022-09-30,71F4F4E0,6.0,0.0,8.0,9.0,9.0,8.0,9.0
61FA8C,631,2022-09-30,71F4F4E0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
EFFE22,781,2022-09-30,8F694F36,0.0,0.0,9.0,9.0,9.0,9.0,9.0
8B67A4,631,2022-09-30,71F4F4E0,0.0,0.0,9.0,9.0,9.0,9.0,8.0
8B67A4,631,2022-09-30,71F4F4E0,12.0,12.0,0.0,0.0,0.0,0.0,0.0
8B67A4,631,2022-09-30,71F4F4E0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0
6D0C7D,631,2022-09-30,71F4F4E0,0.0,0.0,9.0,8.0,8.0,9.0,8.0
6D0C7D,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6D0C7D,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
B528F7,781,2022-09-30,8F694F36,0.0,0.0,8.0,8.0,8.0,8.0,8.0
D47817,631,2022-09-30,E4588499,0.0,0.0,8.0,8.0,8.0,8.0,8.0
D47817,631,2022-09-30,C14BC6F3,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
D47817,631,2022-09-30,E4588499,0.0,0.0,-7.0,-7.0,-7.0,-7.0,-7.0
D47817,631,2022-09-30,E4588499,0.0,0.0,7.0,7.0,7.0,7.0,7.0
D47817,631,2022-09-30,C14BC6F3,0.0,0.0,1.0,1.0,1.0,1.0,1.0
7669D9,631,2022-09-30,71F4F4E0,0.0,0.0,9.0,9.0,9.0,9.0,8.0
CC75E8,631,2022-09-30,E4588499,0.0,0.0,8.0,8.0,8.0,8.0,8.0
12944D,631,2022-09-30,E4588499,8.0,0.0,8.0,8.0,8.0,8.0,0.0
12944D,631,2022-09-30,E4588499,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12944D,631,2022-09-30,9B7AFD56,0.0,0.0,0.0,0.0,0.0,0.0,8.0
F57889,781,2022-09-30,17E319B0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
F57889,781,2022-09-30,CBFCE645,0.0,0.0,0.0,0.0,0.9,1.1,0.0
F57889,781,2022-09-30,7061BA7D,0.0,0.0,0.0,0.0,1.0,1.0,0.0
F57889,781,2022-09-30,F69EB436,0.0,0.0,2.0,2.0,2.0,2.0,2.0
F57889,781,2022-09-30,6E373C12,0.0,0.0,1.0,1.0,2.0,3.0,1.0
F57889,781,2022-09-30,8F694F36,0.0,0.0,0.0,7.0,2.0,0.0,0.0
F57889,781,2022-09-30,4AEE62BF,0.0,0.0,3.0,0.0,0.0,0.0,2.5
F57889,781,2022-09-30,0DA248BB,0.0,0.0,0.0,0.0,0.0,0.0,2.0
F57889,781,2022-09-30,527568B6,0.0,0.0,3.0,0.0,1.0,1.0,0.0
5406F5,781,2022-09-30,8F694F36,0.0,0.0,8.0,9.0,9.0,9.0,9.0
F1C9F9,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,3.0,1.0,1.0,1.0
F1C9F9,631,2022-09-30,71F4F4E0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
F1C9F9,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
F1C9F9,631,2022-09-30,71F4F4E0,0.0,0.0,7.0,7.0,7.0,7.0,7.0
F1C9F9,631,2022-09-30,71F4F4E0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
DB3E0E,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
DB3E0E,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
DB3E0E,631,2022-09-30,7B569EFD,0.0,0.0,9.0,9.0,9.0,9.0,9.0
1F7C32,631,2022-09-30,E4588499,0.0,0.0,8.0,8.0,8.0,8.0,8.0
346642,631,2022-09-30,71F4F4E0,4.0,0.0,8.0,8.0,8.0,8.0,8.0
346642,631,2022-09-30,71F4F4E0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
77990E,631,2022-09-30,18FD03C1,0.0,0.0,8.0,8.0,8.0,8.0,8.0
77990E,631,2022-09-30,E4588499,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0
77990E,631,2022-09-30,E4588499,0.0,0.0,8.0,8.0,8.0,8.0,8.0
562B7E,781,2022-09-30,8F694F36,1.0,1.0,8.0,8.0,8.0,8.0,8.0
76A704,631,2022-09-30,9B7AFD56,0.0,0.0,8.8,8.8,8.8,8.8,8.8
F82C20,781,2022-09-30,7185FDBA,0.0,0.0,2.0,2.0,2.0,1.0,1.0
F82C20,781,2022-09-30,0C46D0E4,0.0,0.0,0.2,0.5,0.3,0.5,0.5
F82C20,781,2022-09-30,488B23FB,0.0,0.0,0.5,1.0,1.0,1.0,0.5
F82C20,781,2022-09-30,57C0F736,0.0,0.0,0.5,0.5,0.5,0.5,0.5
F82C20,781,2022-09-30,A10D7CA2,0.0,0.0,1.0,1.0,1.0,1.0,2.0
F82C20,781,2022-09-30,5AE17AF4,0.0,0.0,1.0,1.5,1.5,1.0,1.0
F82C20,781,2022-09-30,26BC4CA9,0.0,0.0,0.5,1.0,0.6,0.5,0.5
F82C20,781,2022-09-30,5B152B29,0.0,0.0,1.0,1.0,1.0,1.0,0.4
F82C20,781,2022-09-30,9AF62B2C,0.0,0.0,0.5,0.5,0.5,0.4,0.6
F82C20,781,2022-09-30,56D4A92C,0.0,0.0,0.5,0.5,0.2,0.2,0.6
F82C20,781,2022-09-30,BDBA26BA,0.0,0.0,0.6,0.5,0.5,0.2,0.2
E5C4C6,631,2022-09-30,0D39C294,0.0,0.0,6.0,6.0,6.0,6.0,6.0
E5C4C6,631,2022-09-30,9B7AFD56,0.0,0.0,2.8,2.8,2.8,2.8,2.8
E5C4C6,631,2022-09-30,2E662F76,0.0,0.0,2.8,2.8,2.8,2.8,2.8
E5C4C6,631,2022-09-30,9B7AFD56,0.0,0.0,-2.8,-2.8,-2.8,-2.8,-2.8
E5C4C6,631,2022-09-30,2E662F76,0.0,0.0,2.0,2.0,2.0,2.0,2.0
E5C4C6,631,2022-09-30,2E662F76,0.0,0.0,-2.8,-2.8,-2.8,-2.8,-2.8
89D3B3,631,2022-09-30,71F4F4E0,0.0,0.0,2.0,4.0,4.0,4.0,4.0
89D3B3,631,2022-09-30,71F4F4E0,0.0,0.0,7.0,4.0,4.0,4.0,4.0
89D3B3,631,2022-09-30,71F4F4E0,0.0,0.0,7.0,5.0,4.0,4.0,4.0
89D3B3,631,2022-09-30,71F4F4E0,0.0,0.0,-7.0,-4.0,-4.0,-4.0,-4.0
89D3B3,631,2022-09-30,71F4F4E0,0.0,0.0,7.0,5.0,6.0,4.0,4.0
89D3B3,631,2022-09-30,71F4F4E0,0.0,0.0,-7.0,-5.0,-4.0,-4.0,-4.0
89D3B3,631,2022-09-30,71F4F4E0,0.0,0.0,7.5,5.0,6.0,4.0,4.0
89D3B3,631,2022-09-30,71F4F4E0,0.0,0.0,-7.0,-5.0,-6.0,-4.0,-4.0
89D3B3,631,2022-09-30,71F4F4E0,0.0,0.0,7.5,5.0,6.0,4.0,6.0
89D3B3,631,2022-09-30,71F4F4E0,0.0,0.0,-7.5,-5.0,-6.0,-4.0,-4.0
0CBF1E,631,2022-09-30,3FA26D49,0.0,0.0,9.0,9.0,9.0,9.0,9.0
3BC804,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
8129BC,631,2022-09-30,E4588499,0.0,0.0,8.0,8.0,8.0,8.0,8.0
2C5E16,631,2022-09-30,71F4F4E0,0.0,0.0,10.0,10.0,10.0,10.0,0.0
2C5E16,631,2022-09-30,9B7AFD56,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2C5E16,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
AC3B26,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
B90990,631,2022-09-30,71F4F4E0,0.0,0.0,9.0,9.0,9.0,9.0,8.0
B90990,631,2022-09-30,71F4F4E0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
B90990,631,2022-09-30,406FF608,0.0,8.0,0.0,0.0,0.0,0.0,0.0
C54840,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,7.0
C54840,631,2022-09-30,406FF608,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C54840,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,6.5
C54840,631,2022-09-30,406FF608,0.0,0.0,0.0,0.0,0.0,0.0,1.5
C54840,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-7.0
C54840,631,2022-09-30,406FF608,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
E0EA4D,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
E0EA4D,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,0.0,8.0,0.0
E0EA4D,631,2022-09-30,9B7AFD56,0.0,0.0,0.0,0.0,8.0,0.0,8.0
E0EA4D,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0
6805EC,631,2022-09-30,71F4F4E0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
6805EC,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,0.0,4.0,4.0,4.0
6805EC,631,2022-09-30,0D39C294,0.0,0.0,5.0,4.0,5.0,4.0,5.0
6805EC,631,2022-09-30,44D4386D,0.0,0.0,0.0,1.0,0.0,1.0,0.0
A1C031,631,2022-09-30,71F4F4E0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
A1C031,631,2022-09-30,4302CB76,0.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0
A1C031,631,2022-09-30,E4588499,0.0,0.0,4.0,4.0,4.0,4.0,5.5
A1C031,631,2022-09-30,E4588499,0.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0
A1C031,631,2022-09-30,E4588499,0.0,0.0,4.0,4.0,4.0,4.0,4.0
A1C031,631,2022-09-30,4302CB76,0.0,0.0,4.0,4.0,4.0,4.0,4.0
C8B884,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
C8B884,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,9.0,8.0,8.0,8.0
C8B884,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0
8A7610,631,2022-09-30,9B7AFD56,0.0,0.0,8.0,8.0,8.0,8.0,8.0
BD0D3E,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
BD0D3E,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
9CC3AB,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
9CC3AB,631,2022-09-30,71F4F4E0,11.0,11.0,3.0,3.0,3.0,3.0,3.0
9CC3AB,631,2022-09-30,71F4F4E0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162EAC,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
162EAC,631,2022-09-30,71F4F4E0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
162EAC,631,2022-09-30,71F4F4E0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
8C840D,631,2022-09-30,6FAB2EF0,0.0,0.0,8.5,9.5,8.0,7.0,7.0
8C840D,631,2022-09-30,6FAB2EF0,0.0,0.0,8.5,8.5,8.0,8.0,7.0
8C840D,631,2022-09-30,6FAB2EF0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
8C840D,631,2022-09-30,6FAB2EF0,0.0,0.0,-8.5,-9.5,-8.0,-7.0,-7.0
8C840D,631,2022-09-30,6FAB2EF0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
8C840D,631,2022-09-30,6FAB2EF0,0.0,0.0,0.5,1.5,0.0,3.0,1.0
8C840D,631,2022-09-30,6FAB2EF0,0.0,0.0,-8.5,-8.5,-8.0,-8.0,-7.0
8C840D,631,2022-09-30,6FAB2EF0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0
1FD229,631,2022-09-30,71F4F4E0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
1FD229,631,2022-09-30,71F4F4E0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
1FD229,631,2022-09-30,44D4386D,0.0,0.0,0.0,0.0,1.0,1.0,1.0
AD3A91,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
AD3A91,631,2022-09-30,71F4F4E0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
AD3A91,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
1C1473,631,2022-09-30,71F4F4E0,0.0,0.0,5.0,8.0,8.0,6.0,8.0
1C1473,631,2022-09-30,71F4F4E0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
1C1473,631,2022-09-30,71F4F4E0,0.0,0.0,5.0,8.0,8.0,8.0,8.0
1C1473,631,2022-09-30,9B7AFD56,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1C1473,631,2022-09-30,71F4F4E0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0
1C1473,631,2022-09-30,9B7AFD56,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1C1473,631,2022-09-30,71F4F4E0,0.0,0.0,-5.0,-8.0,-8.0,-8.0,-8.0
CE3F82,897,2022-09-30,D78E9909,0.0,0.0,8.0,8.0,8.0,8.0,8.0
CE3F82,897,2022-09-30,D78E9909,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2351E0,897,2022-09-30,D78E9909,0.0,0.0,8.0,8.0,8.0,8.0,8.0
2351E0,897,2022-09-30,D78E9909,0.0,0.0,1.0,1.0,1.0,1.0,1.0
91B74C,897,2022-09-30,D78E9909,0.0,0.0,2.0,2.0,2.0,2.0,0.0
91B74C,897,2022-09-30,D78E9909,0.0,0.0,7.0,7.0,7.0,7.0,0.0
91B74C,897,2022-09-30,9B7AFD56,0.0,0.0,0.0,0.0,0.0,0.0,8.0
21641A,897,2022-09-30,D78E9909,0.0,0.0,2.0,2.0,2.0,2.0,0.0
21641A,897,2022-09-30,D78E9909,0.0,0.0,4.0,8.0,8.0,8.0,4.0
21641A,897,2022-09-30,9B7AFD56,0.0,0.0,4.0,0.0,0.0,0.0,0.0
9AF9F2,897,2022-09-30,D78E9909,0.0,0.0,7.0,6.0,7.0,7.0,6.0
9AF9F2,897,2022-09-30,D78E9909,0.0,0.0,2.0,2.0,2.0,2.0,2.0
F37679,897,2022-09-30,3E7206D2,0.0,0.0,10.0,10.0,10.0,10.0,0.0
F37679,897,2022-09-30,9B7AFD56,0.0,0.0,0.0,0.0,0.0,0.0,8.0
4EA569,897,2022-09-30,44D4386D,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4EA569,897,2022-09-30,D78E9909,0.0,0.0,6.0,6.0,6.0,6.0,6.0
4EA569,897,2022-09-30,D78E9909,0.0,0.0,3.0,3.0,3.0,4.0,2.0
4EA569,897,2022-09-30,DD772C08,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ED54FC,897,2022-09-30,D78E9909,0.0,0.0,0.0,8.0,8.0,8.0,8.0
ED54FC,897,2022-09-30,9B7AFD56,0.0,0.0,8.0,0.0,0.0,0.0,0.0
2821EE,897,2022-09-30,8081AED9,0.0,0.0,0.0,0.0,0.0,4.0,8.0
2821EE,897,2022-09-30,C1DDBC70,0.0,0.0,8.0,8.0,8.0,4.0,0.0
6D6BEC,897,2022-09-30,D78E9909,0.0,0.0,8.0,8.0,8.0,8.0,8.0
C10023,897,2022-09-30,C1DDBC70,0.0,0.0,8.0,8.0,8.0,8.0,8.0
DADF68,897,2022-09-30,B64F5E06,0.0,0.0,8.0,8.0,8.0,8.0,8.0
B39AEB,897,2022-09-30,3E7206D2,0.0,0.0,8.0,8.0,8.0,8.0,8.0
DC2B97,897,2022-09-30,E7D54290,0.0,0.0,9.0,9.0,9.0,9.0,9.0
F1CDAA,897,2022-09-30,2C474368,0.0,0.0,9.0,9.0,9.0,9.0,9.0
3CBD88,897,2022-09-30,44D4386D,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3CBD88,897,2022-09-30,D78E9909,0.0,0.0,8.0,8.0,8.0,8.0,8.0
8B5A7B,897,2022-09-30,407FF3F1,0.0,0.0,9.0,9.0,9.0,9.0,9.0
3A5D39,897,2022-09-30,3D2C95D9,0.0,0.0,8.0,8.0,8.0,8.0,8.0
823CD9,631,2022-09-30,71F4F4E0,0.0,0.0,9.0,9.0,9.0,9.0,0.0
823CD9,631,2022-09-30,71F4F4E0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
823CD9,631,2022-09-30,9B7AFD56,0.0,0.0,0.0,0.0,0.0,0.0,8.8
